,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
539,Fukuoka_Financial_Group,Regional_Banks,Japan,4.1,3.0,0.3,156.6,1309,http://dbpedia.org/resource/Fukuoka_Financial_Group,low,low,mid,mid,high
540,Furukawa_Electric,Electrical_Equipment,Japan,1.6,11.1,-0.1,9.5,1813,http://dbpedia.org/resource/Furukawa_Electric,low,mid,low,mid,high
541,Hakuhodo_DY_Holdings,Advertising,Japan,3.0,11.8,0.1,6.2,1967,http://dbpedia.org/resource/Hakuhodo_DY_Holdings,low,mid,low,mid,high
542,Hankyu_Hanshin_Holdings,Railroads,Japan,7.5,7.8,0.5,27.6,866,http://dbpedia.org/resource/Hankyu_Hanshin_Holdings,low,low,mid,mid,mid
543,Hitachi,Electronics,Japan,28.5,116.8,4.2,113.2,117,http://dbpedia.org/resource/Hitachi,mid,high,high,mid,low
544,Hokkaido_Electric_Power,Electric_Utilities,Japan,1.7,7.7,-0.9,19.6,1560,http://dbpedia.org/resource/Hokkaido_Electric_Power,low,low,low,mid,high
545,Hokkoku_Bank,Regional_Banks,Japan,1.3,0.8,0.1,41.3,1770,http://dbpedia.org/resource/Hokkoku_Bank,low,low,low,mid,high
546,Hokuhoku_Financial_Group,Regional_Banks,Japan,2.6,2.5,0.2,128.7,1556,http://dbpedia.org/resource/Hokuhoku_Financial_Group,low,low,mid,mid,high
547,Honda_Motor,Auto_&_Truck_Manufacturers,Japan,72.4,96.0,2.6,140.9,86,http://dbpedia.org/resource/Honda_Motor,high,high,mid,mid,low
548,Hoya,Electronics,Japan,8.2,4.4,0.5,6.7,1480,http://dbpedia.org/resource/Hoya,low,low,mid,mid,high
549,Idemitsu_Kosan,Oil_&_Gas_Operations,Japan,3.5,52.1,0.8,32.4,685,http://dbpedia.org/resource/Idemitsu_Kosan,low,high,mid,mid,low
550,IHI,Heavy_Equipment,Japan,4.5,14.8,0.3,15.7,1225,http://dbpedia.org/resource/IHI,low,mid,mid,mid,high
551,Inpex,Oil_&_Gas_Operations,Japan,20.6,14.3,2.3,36.9,342,http://dbpedia.org/resource/Inpex,mid,mid,mid,mid,low
552,Isetan_Mitsukoshi_Holdings,Department_Stores,Japan,5.3,15.0,0.7,14.9,882,http://dbpedia.org/resource/Isetan_Mitsukoshi_Holdings,low,mid,mid,mid,mid
553,Isuzu_Motors,Auto_&_Truck_Manufacturers,Japan,10.5,16.9,1.1,14.6,621,http://dbpedia.org/resource/Isuzu_Motors,mid,mid,mid,mid,low
554,Itochu,Trading_Companies,Japan,20.2,51.6,3.6,78.1,172,http://dbpedia.org/resource/Itochu,mid,high,high,mid,low
555,Japan_Airlines,Airline,Japan,8.7,14.6,2.3,13.2,649,http://dbpedia.org/resource/Japan_Airlines,low,mid,mid,mid,low
556,Japan_Tobacco,Tobacco,Japan,61.6,24.6,3.9,43.0,191,http://dbpedia.org/resource/Japan_Tobacco,high,mid,high,mid,low
557,JFE_Holdings,Iron_&_Steel,Japan,12.6,38.3,-0.4,47.4,667,http://dbpedia.org/resource/JFE_Holdings,mid,high,low,mid,low
558,JGC,Construction_Services,Japan,6.7,6.7,0.5,6.3,1386,http://dbpedia.org/resource/JGC,low,low,mid,mid,high
559,Joyo_Bank,Regional_Banks,Japan,4.2,1.9,0.2,97.1,1581,http://dbpedia.org/resource/Joyo_Bank,low,low,mid,mid,high
560,Jupiter_Telecommunications,Broadcasting_&_Cable,Japan,8.9,4.7,0.5,9.4,1303,http://dbpedia.org/resource/Jupiter_Telecommunications,low,low,mid,mid,high
561,JX_Holdings,Oil_&_Gas_Operations,Japan,14.4,129.5,2.1,80.7,214,http://dbpedia.org/resource/JX_Holdings,mid,high,mid,mid,low
562,Kajima,Construction_Services,Japan,2.9,17.6,0.0,20.2,1249,http://dbpedia.org/resource/Kajima,low,mid,low,mid,high
563,Kanematsu,Trading_Companies,Japan,0.6,12.2,0.1,4.7,1954,http://dbpedia.org/resource/Kanematsu,low,mid,low,mid,high
564,Kansai_Electric_Power,Electric_Utilities,Japan,7.0,34.0,-2.9,86.7,759,http://dbpedia.org/resource/Kansai_Electric_Power,low,high,low,mid,mid
565,Kawasaki_Heavy_Industries,Heavy_Equipment,Japan,5.3,15.8,0.3,16.1,1126,http://dbpedia.org/resource/Kawasaki_Heavy_Industries,low,mid,mid,mid,mid
566,Kawasaki_Kisen_Kaisha,Other_Transportation,Japan,2.2,11.7,-0.5,12.3,1608,http://dbpedia.org/resource/Kawasaki_Kisen_Kaisha,low,mid,low,mid,high
567,KDDI,Telecommunications_services,Japan,29.1,43.2,2.9,47.4,199,http://dbpedia.org/resource/KDDI,mid,high,high,mid,low
568,Keyence,Electronics,Japan,18.3,2.6,0.8,8.6,1103,http://dbpedia.org/resource/Keyence,mid,low,mid,mid,mid
569,Kintetsu,Railroads,Japan,8.1,11.4,0.1,22.2,1049,http://dbpedia.org/resource/Kintetsu,low,mid,low,mid,mid
570,Kirin_Holdings,Beverages,Japan,15.2,21.6,0.6,33.6,467,http://dbpedia.org/resource/Kirin_Holdings,mid,mid,mid,mid,low
571,Kobe_Steel,Iron_&_Steel,Japan,3.8,22.5,-0.2,26.0,1136,http://dbpedia.org/resource/Kobe_Steel,low,mid,low,mid,high
572,Komatsu,Heavy_Equipment,Japan,22.2,23.9,2.0,27.7,331,http://dbpedia.org/resource/Komatsu,mid,mid,mid,mid,low
573,Konica_Minolta,Consumer_Electronics,Japan,4.2,9.3,0.2,10.5,1777,http://dbpedia.org/resource/Konica_Minolta,low,mid,mid,mid,high
574,Kubota,Heavy_Equipment,Japan,17.4,12.2,0.7,18.0,606,http://dbpedia.org/resource/Kubota,mid,mid,mid,mid,low
575,Kyocera,Electronics,Japan,17.1,14.4,1.0,24.0,492,http://dbpedia.org/resource/Kyocera,mid,mid,mid,mid,low
576,Kyushu_Electric_Power,Electric_Utilities,Japan,4.3,18.2,-2.0,51.6,1045,http://dbpedia.org/resource/Kyushu_Electric_Power,low,mid,low,mid,mid
577,Lawson,Food_Retail,Japan,7.1,5.9,0.3,6.4,1695,http://dbpedia.org/resource/Lawson,low,low,mid,mid,high
578,Makita,Household/Personal_Care,Japan,6.4,3.6,0.4,4.6,1954,http://dbpedia.org/resource/Makita,low,low,mid,mid,high
579,Marubeni,Trading_Companies,Japan,13.7,53.0,2.1,61.9,252,http://dbpedia.org/resource/Marubeni,mid,high,mid,mid,low
580,Mazda_Motor,Auto_&_Truck_Manufacturers,Japan,9.5,24.6,-1.3,23.2,852,http://dbpedia.org/resource/Mazda_Motor,low,mid,low,mid,mid
581,Meiji_Holdings,Food_Processing,Japan,3.3,13.4,0.1,9.1,1747,http://dbpedia.org/resource/Meiji_Holdings,low,mid,low,mid,high
582,Mitsubishi_Chemical,Diversified_Chemicals,Japan,7.4,38.8,0.4,37.4,631,http://dbpedia.org/resource/Mitsubishi_Chemical,low,high,mid,mid,low
583,Mitsubishi_Corp,Trading_Companies,Japan,32.1,67.2,5.5,152.6,110,http://dbpedia.org/resource/Mitsubishi_Corp,mid,high,high,mid,low
584,Mitsubishi_Electric,Electrical_Equipment,Japan,18.8,44.0,1.4,39.1,303,http://dbpedia.org/resource/Mitsubishi_Electric,mid,high,mid,mid,low
585,Mitsubishi_Estate,Real_Estate,Japan,40.8,12.2,0.7,53.2,395,http://dbpedia.org/resource/Mitsubishi_Estate,high,mid,mid,mid,low
586,Mitsubishi_Heavy_Industries,Heavy_Equipment,Japan,18.8,34.1,0.3,48.0,546,http://dbpedia.org/resource/Mitsubishi_Heavy_Industries,mid,high,mid,mid,low
587,Mitsubishi_Materials,Diversified_Metals_&_Mining,Japan,3.8,17.4,0.1,21.1,1243,http://dbpedia.org/resource/Mitsubishi_Materials,low,mid,low,mid,high
588,Mitsubishi_Motors,Auto_&_Truck_Manufacturers,Japan,6.8,21.8,0.3,15.9,975,http://dbpedia.org/resource/Mitsubishi_Motors,low,mid,mid,mid,mid
589,Mitsubishi_UFJ_Financial,Major_Banks,Japan,85.7,59.0,11.9,2653.1,27,http://dbpedia.org/resource/Mitsubishi_UFJ_Financial,high,high,high,high,low
590,Mitsui_&_Co,Trading_Companies,Japan,27.0,63.4,5.2,109.3,126,http://dbpedia.org/resource/Mitsui_&_Co,mid,high,high,mid,low
591,Mitsui_Chemicals,Specialized_Chemicals,Japan,2.3,17.6,0.0,15.2,1361,http://dbpedia.org/resource/Mitsui_Chemicals,low,mid,low,mid,high
592,Mitsui_Fudosan,Real_Estate,Japan,25.2,16.2,0.6,46.9,419,http://dbpedia.org/resource/Mitsui_Fudosan,mid,mid,mid,mid,low
593,Mitsui_OSK_Lines,Other_Transportation,Japan,4.2,17.3,-0.3,23.5,1212,http://dbpedia.org/resource/Mitsui_OSK_Lines,low,mid,low,mid,high
594,Murata_Manufacturing,Electronics,Japan,15.6,7.1,0.4,12.0,989,http://dbpedia.org/resource/Murata_Manufacturing,mid,low,mid,mid,mid
595,Nagoya_Railroad,Railroads,Japan,2.8,7.3,0.1,13.6,1788,http://dbpedia.org/resource/Nagoya_Railroad,low,low,low,mid,high
596,Nanto_Bank,Regional_Banks,Japan,1.3,1.0,0.0,58.2,1676,http://dbpedia.org/resource/Nanto_Bank,low,low,low,mid,high
597,NEC,Electronics,Japan,6.9,36.7,-1.3,29.9,870,http://dbpedia.org/resource/NEC,low,high,low,mid,mid
598,Nidec,Electrical_Equipment,Japan,8.0,8.2,0.5,9.6,1108,http://dbpedia.org/resource/Nidec,low,low,mid,mid,mid
599,Nikon,Consumer_Electronics,Japan,9.4,11.1,0.7,10.3,862,http://dbpedia.org/resource/Nikon,low,mid,mid,mid,mid
600,Nintendo,Consumer_Electronics,Japan,14.4,7.8,-0.5,15.9,1078,http://dbpedia.org/resource/Nintendo,mid,low,low,mid,mid
601,Nippon_Express,Trucking,Japan,5.2,19.7,0.3,15.0,1058,http://dbpedia.org/resource/Nippon_Express,low,mid,mid,mid,mid
602,Nippon_Meat_Packers,Food_Processing,Japan,3.3,12.3,0.1,7.0,1937,http://dbpedia.org/resource/Nippon_Meat_Packers,low,mid,low,mid,high
603,Nippon_Steel_&_Sumitomo_Metal,Iron_&_Steel,Japan,25.6,49.4,0.7,58.9,305,http://dbpedia.org/resource/Nippon_Steel_&_Sumitomo_Metal,mid,high,mid,mid,low
604,Nippon_Yusen,Other_Transportation,Japan,4.7,21.8,-0.9,25.7,1094,http://dbpedia.org/resource/Nippon_Yusen,low,mid,low,mid,mid
605,Nissan_Motor,Auto_&_Truck_Manufacturers,Japan,43.4,113.7,4.1,133.4,85,http://dbpedia.org/resource/Nissan_Motor,high,high,high,mid,low
606,Nitto_Denko,Diversified_Chemicals,Japan,9.6,7.3,0.4,7.8,1287,http://dbpedia.org/resource/Nitto_Denko,low,low,mid,mid,high
607,Nomura_Holdings,Investment_Services,Japan,23.6,22.4,0.1,431.3,535,http://dbpedia.org/resource/Nomura_Holdings,mid,mid,low,high,low
608,NSK,Other_Industrial_Equipment,Japan,4.2,8.9,0.3,10.2,1547,http://dbpedia.org/resource/NSK,low,low,mid,mid,high
609,Obayashi,Construction_Services,Japan,3.6,15.0,0.1,19.2,1316,http://dbpedia.org/resource/Obayashi,low,mid,low,mid,high
610,Odakyu_Electric_Railway,Railroads,Japan,8.8,6.1,0.2,15.9,1343,http://dbpedia.org/resource/Odakyu_Electric_Railway,low,low,mid,mid,high
611,Olympus,Consumer_Electronics,Japan,6.8,10.2,-0.6,11.6,1380,http://dbpedia.org/resource/Olympus,low,mid,low,mid,high
612,Omron,Electronics,Japan,5.5,7.5,0.2,6.1,1975,http://dbpedia.org/resource/Omron,low,low,mid,mid,high
613,Orient,Consumer_Financial_Services,Japan,1.9,2.6,0.0,52.0,1703,http://dbpedia.org/resource/Orient,low,low,low,mid,high
614,Oriental_Land,Hotels_&_Motels,Japan,13.3,4.4,0.4,7.5,1425,http://dbpedia.org/resource/Oriental_Land,mid,low,mid,mid,high
615,Orix,Consumer_Financial_Services,Japan,13.5,11.8,1.0,101.2,416,http://dbpedia.org/resource/Orix,mid,mid,mid,mid,low
616,Osaka_Gas,Natural_Gas_Utilities,Japan,8.7,15.6,0.5,17.9,738,http://dbpedia.org/resource/Osaka_Gas,low,mid,mid,mid,low
617,Panasonic,Consumer_Electronics,Japan,16.7,94.8,-9.3,76.1,557,http://dbpedia.org/resource/Panasonic,mid,high,low,mid,low
618,Rakuten,Internet_&_Catalog_Retail,Japan,13.1,5.6,0.2,24.3,1097,http://dbpedia.org/resource/Rakuten,mid,low,mid,mid,mid
619,Renesas_Electronics,Semiconductors,Japan,1.1,10.7,-0.8,10.4,1751,http://dbpedia.org/resource/Renesas_Electronics,low,mid,low,mid,high
620,Resona_Holdings,Regional_Banks,Japan,13.6,9.5,3.1,522.9,335,http://dbpedia.org/resource/Resona_Holdings,mid,mid,high,high,low
621,Ricoh,Business_Products_&_Supplies,Japan,7.9,23.0,-0.5,27.2,886,http://dbpedia.org/resource/Ricoh,low,mid,low,mid,mid
622,San-Ai_Oil,Oil_&_Gas_Operations,Japan,0.4,11.2,0.1,2.6,1996,http://dbpedia.org/resource/San-Ai_Oil,low,mid,low,mid,high
623,Secom,Security_Systems,Japan,11.6,8.2,0.4,13.2,932,http://dbpedia.org/resource/Secom,mid,low,mid,mid,mid
624,Seiko_Epson,Business_Products_&_Supplies,Japan,1.9,10.6,0.1,9.0,1894,http://dbpedia.org/resource/Seiko_Epson,low,mid,low,mid,high
625,Sekisui_House,Construction_Services,Japan,9.4,20.0,0.6,16.9,688,http://dbpedia.org/resource/Sekisui_House,low,mid,mid,mid,low
626,Seven_&_I_Holdings,Food_Retail,Japan,27.4,58.9,1.6,47.6,221,http://dbpedia.org/resource/Seven_&_I_Holdings,mid,high,mid,mid,low
627,Sharp,Consumer_Electronics,Japan,3.7,29.7,-4.5,31.8,1072,http://dbpedia.org/resource/Sharp,low,mid,low,mid,mid
628,Shikoku_Electric_Power,Electric_Utilities,Japan,2.3,7.2,-0.1,16.3,1696,http://dbpedia.org/resource/Shikoku_Electric_Power,low,low,low,mid,high
629,Shimizu,Construction_Services,Japan,2.6,16.1,0.0,17.0,1338,http://dbpedia.org/resource/Shimizu,low,mid,low,mid,high
630,Shin-Etsu_Chemical,Diversified_Chemicals,Japan,28.7,12.7,1.2,21.8,450,http://dbpedia.org/resource/Shin-Etsu_Chemical,mid,mid,mid,mid,low
631,Shinsei_Bank,Regional_Banks,Japan,6.6,4.5,0.1,104.4,1224,http://dbpedia.org/resource/Shinsei_Bank,low,low,low,mid,high
632,Shiseido,Household/Personal_Care,Japan,5.7,8.2,0.2,8.5,1799,http://dbpedia.org/resource/Shiseido,low,low,mid,mid,high
633,Shizuoka_Bank,Regional_Banks,Japan,7.3,2.4,0.4,117.8,963,http://dbpedia.org/resource/Shizuoka_Bank,low,low,mid,mid,mid
634,Showa_Denko,Diversified_Chemicals,Japan,2.2,8.5,0.1,10.5,1885,http://dbpedia.org/resource/Showa_Denko,low,low,low,mid,high
635,Showa_Shell_Sekiyu,Oil_&_Gas_Operations,Japan,2.6,30.3,0.0,14.0,1296,http://dbpedia.org/resource/Showa_Shell_Sekiyu,low,mid,low,mid,high
636,Softbank,Telecommunications_services,Japan,47.2,38.7,3.8,58.3,148,http://dbpedia.org/resource/Softbank,high,high,high,mid,low
637,Sojitz,Trading_Companies,Japan,2.0,54.3,0.0,25.5,1061,http://dbpedia.org/resource/Sojitz,low,high,low,mid,mid
638,Sony,Consumer_Electronics,Japan,17.6,78.5,-5.5,160.3,506,http://dbpedia.org/resource/Sony,mid,high,low,mid,low
639,Sumitomo_Chemical,Diversified_Chemicals,Japan,5.1,23.5,0.1,28.1,1023,http://dbpedia.org/resource/Sumitomo_Chemical,low,mid,low,mid,mid
640,Sumitomo_Electric,Auto_&_Truck_Parts,Japan,10.0,24.9,0.7,25.0,566,http://dbpedia.org/resource/Sumitomo_Electric,mid,mid,mid,mid,low
641,Sumitomo_Metal_Mining,Diversified_Metals_&_Mining,Japan,8.0,10.2,0.8,13.9,822,http://dbpedia.org/resource/Sumitomo_Metal_Mining,low,mid,mid,mid,mid
642,Suzuki_Motor,Auto_&_Truck_Manufacturers,Japan,13.3,30.3,0.7,27.2,487,http://dbpedia.org/resource/Suzuki_Motor,mid,mid,mid,mid,low
643,T&D_Holdings,Life_&_Health_Insurance,Japan,8.1,24.5,0.3,155.1,619,http://dbpedia.org/resource/T&D_Holdings,low,mid,mid,mid,low
644,Taiheiyo_Cement,Construction_Materials,Japan,2.9,8.8,0.1,11.7,1780,http://dbpedia.org/resource/Taiheiyo_Cement,low,low,low,mid,high
645,Taisei,Construction_Services,Japan,3.2,16.0,0.0,17.7,1325,http://dbpedia.org/resource/Taisei,low,mid,low,mid,high
646,Takashimaya,Department_Stores,Japan,3.0,10.6,0.1,9.8,1807,http://dbpedia.org/resource/Takashimaya,low,mid,low,mid,high
647,Takeda_Pharmaceutical,Pharmaceuticals,Japan,43.6,18.2,1.5,43.2,281,http://dbpedia.org/resource/Takeda_Pharmaceutical,high,mid,mid,mid,low
648,TDK,Electronics,Japan,4.6,9.8,0.0,12.6,1597,http://dbpedia.org/resource/TDK,low,mid,low,mid,high
649,Teijin,Diversified_Chemicals,Japan,2.3,10.3,0.1,9.2,1875,http://dbpedia.org/resource/Teijin,low,mid,low,mid,high
650,Terumo,Medical_Equipment_&_Supplies,Japan,8.3,4.7,0.3,8.3,1748,http://dbpedia.org/resource/Terumo,low,low,mid,mid,high
651,Tobu_Railway,Railroads,Japan,6.2,6.6,0.2,17.6,1425,http://dbpedia.org/resource/Tobu_Railway,low,low,mid,mid,high
652,Toho_Bank,Regional_Banks,Japan,0.8,0.7,0.1,51.4,1705,http://dbpedia.org/resource/Toho_Bank,low,low,low,mid,high
653,Tohoku_Electric_Power,Electric_Utilities,Japan,3.6,20.4,-2.8,48.9,1031,http://dbpedia.org/resource/Tohoku_Electric_Power,low,mid,low,mid,mid
654,Tokio_Marine_Holdings,Property_&_Casualty_Insurance,Japan,23.5,39.4,0.1,196.4,503,http://dbpedia.org/resource/Tokio_Marine_Holdings,mid,high,low,high,low
655,Tokyo_Electric_Power,Electric_Utilities,Japan,3.6,64.6,-9.4,188.8,839,http://dbpedia.org/resource/Tokyo_Electric_Power,low,high,low,high,mid
656,Tokyo_Electron,Semiconductors,Japan,8.5,7.6,0.4,9.3,1149,http://dbpedia.org/resource/Tokyo_Electron,low,low,mid,mid,high
657,Tokyo_Gas,Natural_Gas_Utilities,Japan,13.5,21.2,0.6,22.2,581,http://dbpedia.org/resource/Tokyo_Gas,mid,mid,mid,mid,low
658,Tokyu,Railroads,Japan,9.3,13.2,0.4,23.8,749,http://dbpedia.org/resource/Tokyu,low,mid,mid,mid,mid
659,Tokyu_Land,Real_Estate,Japan,5.0,6.7,0.4,21.0,1162,http://dbpedia.org/resource/Tokyu_Land,low,low,mid,mid,high
660,Toppan_Printing,Printing_&_Publishing,Japan,4.6,18.2,0.0,19.1,1207,http://dbpedia.org/resource/Toppan_Printing,low,mid,low,mid,high
661,Toray_Industries,Diversified_Chemicals,Japan,10.4,19.2,0.8,18.8,604,http://dbpedia.org/resource/Toray_Industries,mid,mid,mid,mid,low
662,Toshiba,Electronics,Japan,21.3,73.7,0.9,65.1,263,http://dbpedia.org/resource/Toshiba,mid,high,mid,mid,low
663,Toyo_Seikan_Kaisha,Containers_&_Packaging,Japan,2.9,8.5,0.0,11.5,1816,http://dbpedia.org/resource/Toyo_Seikan_Kaisha,low,low,low,mid,high
664,Toyota_Boshoku,Auto_&_Truck_Parts,Japan,2.6,11.6,0.0,7.1,1977,http://dbpedia.org/resource/Toyota_Boshoku,low,mid,low,mid,high
665,Toyota_Industries,Auto_&_Truck_Parts,Japan,11.7,18.6,0.7,32.2,517,http://dbpedia.org/resource/Toyota_Industries,mid,mid,mid,mid,low
666,Toyota_Motor,Auto_&_Truck_Manufacturers,Japan,167.2,224.5,3.4,371.3,31,http://dbpedia.org/resource/Toyota_Motor,high,high,high,high,low
667,Toyota_Tsusho,Trading_Companies,Japan,9.2,71.5,0.8,34.4,453,http://dbpedia.org/resource/Toyota_Tsusho,low,high,mid,mid,low
668,West_Japan_Railway,Railroads,Japan,9.2,15.6,0.4,30.6,741,http://dbpedia.org/resource/West_Japan_Railway,low,mid,mid,mid,low
669,Yamada_Denki,Computer_&_Electronics_Retail,Japan,4.0,22.2,0.7,11.2,1000,http://dbpedia.org/resource/Yamada_Denki,low,mid,mid,mid,mid
670,Yamagata_Bank,Regional_Banks,Japan,0.8,0.5,0.0,26.6,1964,http://dbpedia.org/resource/Yamagata_Bank,low,low,low,mid,high
671,Yamaha_Motor,Recreational_Products,Japan,4.9,13.9,0.1,11.1,1472,http://dbpedia.org/resource/Yamaha_Motor,low,mid,low,mid,high
672,Arab_Bank,Regional_Banks,Jordan,5.9,2.1,0.3,45.6,1255,http://dbpedia.org/resource/Arab_Bank,low,low,mid,mid,high
673,Halyk_Bank,Regional_Banks,Kazakhstan,2.0,1.6,0.5,16.0,1640,http://dbpedia.org/resource/Halyk_Bank,low,low,mid,mid,high
674,Kuwait_Finance_House,Regional_Banks,Kuwait,8.1,3.6,0.3,52.2,1129,http://dbpedia.org/resource/Kuwait_Finance_House,low,low,mid,mid,high
675,National_Bank_of_Kuwait,Regional_Banks,Kuwait,14.6,2.5,1.1,58.4,692,http://dbpedia.org/resource/National_Bank_of_Kuwait,mid,low,mid,mid,low
676,Zain,Telecommunications_services,Kuwait,10.8,4.6,0.9,10.4,1054,http://dbpedia.org/resource/Zain,mid,low,mid,mid,mid
677,Bank_Audi,Regional_Banks,Lebanon,2.4,2.0,0.4,31.3,1514,http://dbpedia.org/resource/Bank_Audi,low,low,mid,mid,high
678,Royal_Caribbean_Cruises,Hotels_&_Motels,Liberia,7.4,7.7,0.0,19.8,1228,http://dbpedia.org/resource/Royal_Caribbean_Cruises,low,low,low,mid,high
679,ArcelorMittal,Iron_&_Steel,Luxembourg,23.1,84.2,-3.7,114.6,485,http://dbpedia.org/resource/ArcelorMittal,mid,high,low,mid,low
680,RTL_Group,Broadcasting_&_Cable,Luxembourg,11.5,7.7,0.8,10.4,892,http://dbpedia.org/resource/RTL_Group,mid,low,mid,mid,mid
681,SES,Broadcasting_&_Cable,Luxembourg,12.6,2.4,0.9,11.8,1055,http://dbpedia.org/resource/SES,mid,low,mid,mid,mid
682,Tenaris,Oil_Services_&_Equipment,Luxembourg,24.2,11.1,1.7,15.7,515,http://dbpedia.org/resource/Tenaris,mid,mid,mid,mid,low
683,Ternium,Iron_&_Steel,Luxembourg,4.0,8.6,0.1,10.9,1843,http://dbpedia.org/resource/Ternium,low,low,low,mid,high
684,Genting,Casinos_&_Gaming,Malaysia,11.6,5.6,1.4,21.5,725,http://dbpedia.org/resource/Genting,mid,low,mid,mid,low
685,IOI_Group,Food_Processing,Malaysia,9.6,4.9,0.6,7.2,1317,http://dbpedia.org/resource/IOI_Group,low,low,mid,mid,high
686,Kuala_Lumpur_Kepong,Diversified_Chemicals,Malaysia,6.9,3.3,0.4,3.7,1858,http://dbpedia.org/resource/Kuala_Lumpur_Kepong,low,low,mid,mid,high
687,Maxis,Telecommunications_services,Malaysia,15.6,2.9,0.6,5.8,1260,http://dbpedia.org/resource/Maxis,mid,low,mid,mid,high
688,Maybank,Regional_Banks,Malaysia,24.3,9.1,1.9,161.4,332,http://dbpedia.org/resource/Maybank,mid,low,mid,mid,low
689,MISC,Other_Transportation,Malaysia,7.4,3.1,0.2,12.2,1842,http://dbpedia.org/resource/MISC,low,low,mid,mid,high
690,Petronas_Chemicals,Specialized_Chemicals,Malaysia,16.3,5.4,1.2,8.3,941,http://dbpedia.org/resource/Petronas_Chemicals,mid,low,mid,mid,mid
691,Public_Bank,Regional_Banks,Malaysia,18.0,4.2,1.3,89.8,594,http://dbpedia.org/resource/Public_Bank,mid,low,mid,mid,low
692,Sime_Darby,Conglomerates,Malaysia,17.3,15.0,1.3,14.9,542,http://dbpedia.org/resource/Sime_Darby,mid,mid,mid,mid,low
693,Telekom_Malaysia,Telecommunications_services,Malaysia,6.1,3.2,0.4,7.3,1961,http://dbpedia.org/resource/Telekom_Malaysia,low,low,mid,mid,high
694,Tenaga_Nasional,Electric_Utilities,Malaysia,12.6,11.5,1.3,28.3,516,http://dbpedia.org/resource/Tenaga_Nasional,mid,mid,mid,mid,low
695,YTL,Diversified_Utilities,Malaysia,5.6,6.4,0.4,16.3,1261,http://dbpedia.org/resource/YTL,low,low,mid,mid,high
696,ALFA,Conglomerates,Mexico,12.7,15.6,0.7,11.8,712,http://dbpedia.org/resource/ALFA,mid,mid,mid,mid,low
697,Arca_Continental,Beverages,Mexico,12.0,4.4,0.4,4.9,1455,http://dbpedia.org/resource/Arca_Continental,mid,low,mid,mid,high
698,Cemex,Construction_Materials,Mexico,13.6,15.3,-0.9,35.9,778,http://dbpedia.org/resource/Cemex,mid,mid,low,mid,mid
699,Fresnillo,Diversified_Metals_&_Mining,Mexico,16.1,2.2,0.7,3.3,1192,http://dbpedia.org/resource/Fresnillo,mid,low,mid,mid,high
700,GFNorte,Regional_Banks,Mexico,18.5,7.7,0.8,70.6,491,http://dbpedia.org/resource/GFNorte,mid,low,mid,mid,low
701,Grupo_Bimbo,Food_Processing,Mexico,13.0,13.5,0.2,10.1,1106,http://dbpedia.org/resource/Grupo_Bimbo,mid,mid,mid,mid,mid
702,Grupo_Carso,Conglomerates,Mexico,11.3,6.4,0.6,5.9,1117,http://dbpedia.org/resource/Grupo_Carso,mid,low,mid,mid,mid
703,Grupo_Elektra,Computer_&_Electronics_Retail,Mexico,9.5,5.3,-1.5,12.8,1465,http://dbpedia.org/resource/Grupo_Elektra,low,low,low,mid,high
704,Grupo_Mexico,Diversified_Metals_&_Mining,Mexico,32.3,10.4,2.4,18.4,440,http://dbpedia.org/resource/Grupo_Mexico,mid,mid,mid,mid,low
705,Grupo_Modelo,Beverages,Mexico,29.0,7.2,1.0,9.6,769,http://dbpedia.org/resource/Grupo_Modelo,mid,low,mid,mid,mid
706,Grupo_Televisa,Broadcasting_&_Cable,Mexico,14.9,5.4,0.7,12.6,918,http://dbpedia.org/resource/Grupo_Televisa,mid,low,mid,mid,mid
707,Mexichem,Specialized_Chemicals,Mexico,10.8,4.9,0.4,7.6,1469,http://dbpedia.org/resource/Mexichem,mid,low,mid,mid,high
708,Soriana,Specialty_Stores,Mexico,6.8,8.0,0.3,5.7,1626,http://dbpedia.org/resource/Soriana,low,low,mid,mid,high
709,Attijariwafa_Bank,Regional_Banks,Morocco,6.7,3.4,0.5,43.5,1044,http://dbpedia.org/resource/Attijariwafa_Bank,low,low,mid,mid,mid
710,Banque_Centrale_Populaire,Regional_Banks,Morocco,3.9,1.9,0.2,32.0,1871,http://dbpedia.org/resource/Banque_Centrale_Populaire,low,low,mid,mid,high
711,Aegon,Diversified_Insurance,Netherlands,12.7,55.2,2.0,483.2,207,http://dbpedia.org/resource/Aegon,mid,high,mid,high,low
